abstract_sku,concrete_sku,name.de_DE,name.en_US,description.de_DE,description.en_US,is_searchable.de_DE,is_searchable.en_US,bundled,is_quantity_splittable,attribute_key_1,value_1,attribute_key_1.de_DE,value_1.de_DE,attribute_key_1.en_US,value_1.en_US,attribute_key_2,value_2,attribute_key_2.de_DE,value_2.de_DE,attribute_key_2.en_US,value_2.en_US
M86938,107403,"Freischwinger, stapelbar - Rückenlehne gepolstert, Gestell verchromt - Polster bordeaux, VE 4 Stk","Cantilever chair, stackable - backrest upholstered, substructure chromed - upholstery bordeaux, VE 4 pieces"," Praktisch überall einsetzbar. Stabiles Rundrohrgestell.<br/><B>Sitzmaße</B><br/>Höhe x Breite x Tiefe 470 x 475 x 415 mm.<br/>Rückenlehnenhöhe 340 mm.<br/><B>Verpackungseinheit je 2 bzw. 4 Stück.</B>  "," Can be used practically anywhere. Stable round tubular frame.<br/><B>Seat dimensions</B><br/>Height x Width x Depth 470 x 475 x 415 mm.<br/>Backrest height 340 mm.<br/><B>Packaging unit 2 or 4 pieces each.</B>  ",1,1,,,,,,,,,,,,,,
M86939,107396,"Freischwinger, stapelbar - Rückenlehne gepolstert, Gestell alufarben - Polster königsblau, VE 4 Stk","Cantilever chair, stackable - backrest upholstered, substructure Aluminum-colored - upholstery bordeaux, VE 4 pieces"," Praktisch überall einsetzbar. Stabiles Rundrohrgestell.<br/><B>Sitzmaße</B><br/>Höhe x Breite x Tiefe 470 x 475 x 415 mm.<br/>Rückenlehnenhöhe 340 mm.<br/><B>Verpackungseinheit je 2 bzw. 4 Stück.</B>  "," Can be used practically anywhere. Stable round tubular frame.<br/><B>Seat dimensions</B><br/>Height x Width x Depth 470 x 475 x 415 mm.<br/>Backrest height 340 mm.<br/><B>Packaging unit 2 or 4 pieces each.</B>  ",1,1,,,,,,,,,,,,,,
M53238,100907,Clubsessel - Bezug aus Leder - schwarz,Club chair - Leather covering - black," Stabiles Holzuntergestell, bequem gepolstert. Mit neutralen Kunststoffgleitern zum Schutz empfindlicher Böden.<br/><B>Sitzmaße</B><br/>Höhe x Breite x Tiefe 460 x 480 x 500 mm. Bezug aus schwarzem Leder. "," Stable wood substructure, comfortable upholstered. With neutral plastic gliders to protect sensitives floors.<br/><B>Seat dimensions</B><br/>Height x Width x Depth 460 x 480 x 500 mm. Covering made of black leather. ",1,1,,,bezugsmaterial,Leder,bezugsmaterial,Leder,bezugsmaterial,leather,,,,,,
M1028038,101172,Clubsessel - Bezug aus Softex - beige,Club chair - Softex covering - beige," Stabiles Holzuntergestell, bequem gepolstert. Mit neutralen Kunststoffgleitern zum Schutz empfindlicher Böden.<br/><B>Sitzmaße</B><br/>Höhe x Breite x Tiefe 460 x 480 x 500 mm. Bezug aus abwaschbarem Softex (67% Polyester, 33% Polyurethan). "," Stable wood substructure, comfortable upholstered. With neutral plastic gliders to protect sensitives floors.<br/><B>Seat dimensions</B><br/>Height x Width x Depth 460 x 480 x 500 mm. Cover made of washable Softex (67% polyester, 33% polyurethane). ",1,1,,,bezugsfarbe,beige,bezugsfarbe,beige,bezugsfarbe,beige,,,,,,
M74815,103296,"Clubsessel, eckig - HxBxT 850 x 575 x 530 mm - Softex-Bezug, beige","Club chair - HxWxD 850 x 575 x 530 mm - Softex cover, beige","Stabiles Holzuntergestell mit pflegeleichtem, abwaschbarem und atmungsaktivem Softex-Bezug aus 67% Polyester und 33% Polyurethan.<br/>Kunststoffgleiter schützen Ihr empfindliches Parkett oder Laminat.<br/><B>Sitzmaße</B> Höhe x Breite x Tiefe 420 x 430 x 460 mm.<p>","Stable wood substructure with easy-to-care-for, washable and breathable Softex covering made of 67% polyester and 33% polyurethane.<br/>Plastic gliders protect your sensitive parquet or laminate.<br/><B>Seat dimensions</B> Height x Width x Depth 420 x 430 x 460 mm.<p>",1,1,,,bezugsfarbe,beige,bezugsfarbe,beige,bezugsfarbe,beige,,,,,,
M767,102918,"Rechtecktisch, Rundrohr verchromt - 1200 x 600 mm - Buche natur","Rectangular table, rectangular tubing, chromed - 1200 x 600 mm - beech, natural"," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Substructure made of round pipe, Ø 38 mm. Chromed. Frame 40 x 20 mm in black.<br/>25 mm thick tabletop with plastic surface, ABS edging, resistant to acids and cigarette ash. With height-adjustable floor gliders.<br/><B>Height 720 mm.</B>  ",1,1,,,,,,,,,,,,,,
M768,102919,"Rechtecktisch, Rundrohr verchromt - 1200 x 800 mm - Buche natur","Rectangular table, rectangular tubing, chromed - 1200 x 800 mm - beech, natural"," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Substructure made of round pipe, Ø 38 mm. Chromed. Frame 40 x 20 mm in black.<br/>25 mm thick tabletop with plastic surface, ABS edging, resistant to acids and cigarette ash. With height-adjustable floor gliders.<br/><B>Height 720 mm.</B>  ",1,1,,,,,,,,,,,,,,
M769,102920,"Rechtecktisch, Rundrohr verchromt - 1400 x 700 mm - Buche natur","Rectangular table, rectangular tubing, chromed - 1400 x 700 mm - beech, natural"," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Substructure made of round pipe, Ø 38 mm. Chromed. Frame 40 x 20 mm in black.<br/>25 mm thick tabletop with plastic surface, ABS edging, resistant to acids and cigarette ash. With height-adjustable floor gliders.<br/><B>Height 720 mm.</B>  ",1,1,,,,,,,,,,,,,,
M770,100266,"Rechtecktisch, Rundrohr verchromt - 1500 x 800 mm - weiß","Rectangular table, rectangular tubing, chromed - 1500 x 800 mm - white"," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Substructure made of round pipe, Ø 38 mm. Chromed. Frame 40 x 20 mm in black.<br/>25 mm thick tabletop with plastic surface, ABS edging, resistant to acids and cigarette ash. With height-adjustable floor gliders.<br/><B>Height 720 mm.</B>  ",1,1,,,,,,,,,,,,,,
M788,102924,"Trapeztisch, Rundrohr verchromt - 1400 / 700 x 700 mm - Buche natur","Trapezoid table, rectangular tubing, chromed - 1400 / 700 x 700 mm - beech, natural"," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Substructure made of round pipe, Ø 38 mm. Chromed. Frame 40 x 20 mm in black.<br/>25 mm thick tabletop with plastic surface, ABS edging, resistant to acids and cigarette ash. With height-adjustable floor gliders.<br/><B>Height 720 mm.</B>  ",1,1,,,,,,,,,,,,,,
M789,102925,"Trapeztisch, Rundrohr verchromt - 1600 / 800 x 800 mm - Buche natur","Trapezoid table, rectangular tubing, chromed - 1600 / 800 x 800 mm - beech, natural"," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Substructure made of round pipe, Ø 38 mm. Chromed. Frame 40 x 20 mm in black.<br/>25 mm thick tabletop with plastic surface, ABS edging, resistant to acids and cigarette ash. With height-adjustable floor gliders.<br/><B>Height 720 mm.</B>  ",1,1,,,,,,,,,,,,,,
M53287,102775,"Sodematub Mehrzwecktisch - rechteckig, Höhe 740 mm - LxB 1400 x 700 mm, Plattenfarbe Esche-Dekor schwarz, Gestellfarbe weißaluminium","Sodematub multi-purpose table - rectangular, Height 740 mm - LxW 1400 x 700 mm, panel color ash decor, black, substructure color white-aluminum","<p> Tischplatte melaminharzbeschichtet, 19 mm stark, mit 3 mm starker ABS-Kante. Gestell aus Vierkant-Stahlrohr mit Höhenausgleichsschrauben. Tischbeine 30 x 30 mm, Zarge 50 x 20 mm. <br><b>Höhe 740 mm.</b><br><br><b>In 5 Farbvarianten</b><br>– Platte beige / Gestell braun RAL 8017<br>– Platte lichtgrau / Gestell basaltgrau RAL 7012<br>– Platte Buche-Dekor / Gestell schwarz RAL 9005<br>– Platte Ahorn-Dekor / Gestell weißaluminium RAL 9006<br>– Platte Esche-Dekor schwarz / Gestell weißaluminium RAL 9006</p><p><br></p><p><span style=font-weight: bold;>Auf Anfrage sind auch weitere Größen oder auch Sondermaße möglich.</span></p><p>  </p>","<p> Melamine-coated tabletop, 19 mm thick, with 3-mm-thick ABS edge. Substructure made of four-edged steel pipe with height adjustment screws. Table legs 30 x 30 mm, frame 50 x 20 mm. <br/><B>Height 740 mm.</B><br/><br/><B>In 5 color variants.</B><br/>– Plate beige / substructure brown RAL 8017<br/>– Plate light gray - substructure basalt gray RAL 7012<br/>– Plate in beech decor / substructure black RAL 9005<br/>– Plate maple decor / substructure white aluminum RAL 9006<br/>– Plate black ash decor / substructure white aluminum RAL 9006</p><p><br></p><p><span style=""font-weight: bold;"">Further sizes or even special sizes are possible upon request.</span></p><p>  </p>",1,1,,,,,,,,,,,,,,
M53288,102779,"Sodematub Mehrzwecktisch - trapezförmig, Höhe 740 mm - LxB 1400 x 700 mm, Plattenfarbe Esche-Dekor schwarz, Gestellfarbe weißaluminium","Sodematub multi-purpose table - rectangular, height 740 mm - LxW 1400 x 700 mm, panel color ash decor, black, substructure color white-aluminum"," Tischplatte melaminharzbeschichtet, 19 mm stark, mit 3 mm starker ABS-Kante. Gestell aus Vierkant-Stahlrohr mit Höhenausgleichsschrauben. Tischbeine 30 x 30 mm, Zarge 50 x 20 mm. <br/><B>Höhe 740 mm.</B><br/><br/><B>In 5 Farbvarianten</B><br/>– Platte beige / Gestell braun RAL 8017<br/>– Platte lichtgrau / Gestell basaltgrau RAL 7012<br/>– Platte Buche-Dekor / Gestell schwarz RAL 9005<br/>– Platte Ahorn-Dekor / Gestell weißaluminium RAL 9006<br/>– Platte Esche-Dekor schwarz / Gestell weißaluminium RAL 9006  "," Melamine-coated tabletop, 19 mm thick, with 3-mm-thick ABS edge. Substructure made of four-edged steel pipe with height adjustment screws. Table legs 30 x 30 mm, frame 50 x 20 mm. <br/><B>Height 740 mm.</B><br/><br/><B>In 5 color variants.</B><br/>– Plate beige / substructure brown RAL 8017<br/>– Plate light gray - substructure basalt gray RAL 7012<br/>– Plate in beech decor / substructure black RAL 9005<br/>– Plate maple decor / substructure white aluminum RAL 9006<br/>– Plate black ash decor / substructure white aluminum RAL 9006  ",1,1,,,,,,,,,,,,,,
M2495,101226,"FRIWA Besprechungstisch, Höhe 720 mm - quadratisch, 900 x 900 mm - Gestell verchromt, Platte grau","FRIWA conference table, height 720 mm - square, 900 x 900 mm - substructure chromed, panel gray","Mit kunststoffbeschichteter, kratzfester Oberfläche. <br/>Platte 22 mm stark, mit Softkante.<br/>Gestell mit Rundrohr-Beinen, Ø 50 mm, verchromt.<br/><B>Tischhöhe 720 mm.</B><p>","With plastic-coated, scratch-resistant surface. <br/>Plate 22 mm thick, with soft edge.<br/>Substructure with round pipe legs, Ø 50 mm, chromed.<br/><B>Table height 720 mm.</B><p>",1,1,,,,,,,,,,,,,,
M61240,100107,"Besprechungstisch rund - Höhe 720 mm, Ø 1000 mm - Gestell verchromt, Platte grau","Round conference table - height 720 mm, Ø 1000 mm - substructure chromed, plate gray","Der runde Besprechungstisch ist dank der kunststoffbeschichteten, kratzfesten Oberfläche ideal für den täglichen Einsatz. Die stabile 22 mm starke Tischplatte ist mit einer Softkante versehen. Mit 1000 mm Durchmesser und einer Höhe von 720 mm bietet der runde Besprechungstisch eine komfortable Arbeitsfläche. <p>Das verchromte Stahlrohr-Gestell ist mit vier Rundrohr-Beinen (Ø 50 mm) ausgestattet.<p>","The round conference table is ideal for daily use thanks to its plastic-coated, scratch-resistant surface. The stable, 22-mm-thick tabletop has a soft edge. With a diameter or 1000 mm and a height of 720 mm, the round conference table offers a comfortable work surface. <p>The chromed steel pipe substructure is equipped with four round pipe legs (Ø 50 mm).<p>",1,1,,,,,,,,,,,,,,
M79890,101828,"Mehrzwecktisch, HxB 720 x 800 mm - Länge 1200 mm - Platte Buche-Dekor, Gestell enzianblau","Multi-purpose table, HxW 720 x 800 mm - Length 1200 mm - Panel beech decor, substructure gentian blue"," Melaminharzbeschichtete Tischplatte, 18 mm stark. Beine und Zarge aus pulverbeschichtetem Vierkantrohr, 30 x 30 mm. Mit Höhenausgleichsschrauben.  "," Melamine-coated tabletop, 18 mm thick. Legs and frame made of powder-coated square pipe, 30 x 30 mm. With height adjustment screws.  ",1,1,,,,,,,,,,,,,,
M79892,107061,"Mehrzwecktisch, HxB 720 x 800 mm - Länge 1600 mm - Platte Buche-Dekor, Gestell basaltgrau","Multi-purpose table, HxW 720 x 800 mm - Length 1600 mm - Panel beech decor, substructure basalt gray"," Melaminharzbeschichtete Tischplatte, 18 mm stark. Beine und Zarge aus pulverbeschichtetem Vierkantrohr, 30 x 30 mm. Mit Höhenausgleichsschrauben.  "," Melamine-coated tabletop, 18 mm thick. Legs and frame made of powder-coated square pipe, 30 x 30 mm. With height adjustment screws.  ",1,1,,,,,,,,,,,,,,
M72933,103905,"Hammerbacher UPLINER Stehschreibtisch, manuell höhenverstellbar - 725 – 1185 mm, BxT 1200 x 800 mm - Tischplatte Buche-Dekor","Hammerbacher UPLINER standing desk, manually height-adjustable - 725 - 1185 mm, WxD 1200 x 800 mm - tabletop beech decor"," Bequem sitzen, gesund stehen. Komfort und Ergonomie am Arbeitsplatz.<br/>Arbeitsfläche aus melaminharzbeschichteter Spanplatte, 25 mm stark, mit ABS-Kanten.<br/>Elegantes C-Fuß-Stahlgestell mit Teleskop-Seitenteilen. Silberfarben pulverbeschichtet.<br/>Höhe 725 – 1185 mm.<br/>Hub 6 mm je Kurbelschlag.<br/>Dynamische Tragkraft ca. 60 kg.<br/><B>Die Anlieferung der Schreibtische erfolgt zerlegt.</B>  "," Sit comfortably, stand for health. Comfort and ergonomy in the workplace.<br/>Work surface made of melamine-coated chipboard, 25 mm thick, with ABS-edges.<br/>Elegant C-foot steel substructure with telescope side parts. Silver-colored, powder-coated.<br/>Height 725 - 1185 mm.<br/>Lift 6 mm per crank.<br/>Dynamic load capacity approx. 60 kg.<br/><B>The writing desk is delivered disassembled.</B>  ",1,1,,,gestellfarbe,silber,gestellfarbe,silber,gestellfarbe,silver,,,,,,
M72935,103907,"Hammerbacher UPLINER Stehschreibtisch, manuell höhenverstellbar - 725 – 1185 mm, BxT 1600 x 800 mm - Tischplatte Buche-Dekor","Hammerbacher UPLINER standing desk, manually height-adjustable - 725 - 1185 mm, WxD 1600 x 800 mm - tabletop beech decor"," Bequem sitzen, gesund stehen. Komfort und Ergonomie am Arbeitsplatz.<br/>Arbeitsfläche aus melaminharzbeschichteter Spanplatte, 25 mm stark, mit ABS-Kanten.<br/>Elegantes C-Fuß-Stahlgestell mit Teleskop-Seitenteilen. Silberfarben pulverbeschichtet.<br/>Höhe 725 – 1185 mm.<br/>Hub 6 mm je Kurbelschlag.<br/>Dynamische Tragkraft ca. 60 kg.<br/><B>Die Anlieferung der Schreibtische erfolgt zerlegt.</B>  "," Sit comfortably, stand for health. Comfort and ergonomy in the workplace.<br/>Work surface made of melamine-coated chipboard, 25 mm thick, with ABS-edges.<br/>Elegant C-foot steel substructure with telescope side parts. Silver-colored, powder-coated.<br/>Height 725 - 1185 mm.<br/>Lift 6 mm per crank.<br/>Dynamic load capacity approx. 60 kg.<br/><B>The writing desk is delivered disassembled.</B>  ",1,1,,,gestellfarbe,silber,gestellfarbe,silber,gestellfarbe,silver,,,,,,
M72937,103889,"Hammerbacher UPLINER Stehschreibtisch, elektrisch höhenverstellbar - 725 – 1185 mm, BxT 1200 x 800 mm - Tischplatte Buche-Dekor","Hammerbacher UPLINER standing desk, electrically height-adjustable - 725 - 1185 mm, WxD 1200 x 800 mm - tabletop beech decor"," Bequem sitzen, gesund stehen. Komfort und Ergonomie am Arbeitsplatz.<br/>Arbeitsfläche aus melaminharzbeschichteter Spanplatte, 25 mm stark, mit ABS-Kanten.<br/>Elegantes C-Fuß-Stahlgestell mit Teleskop-Seitenteilen. Silberfarben pulverbeschichtet.<br/>Höhe 725 – 1185 mm.<br/>Hub 29 mm/s.<br/>Dynamische Tragkraft ca. 80 kg.<br/>Statische Tragkraft ca. 140 kg.<br/><B>Die Anlieferung der Schreibtische erfolgt zerlegt.</B>  "," Sit comfortably, stand for health. Comfort and ergonomy in the workplace.<br/>Work surface made of melamine-coated chipboard, 25 mm thick, with ABS-edges.<br/>Elegant C-foot steel substructure with telescope side parts. Silver-colored, powder-coated.<br/>Height 725 - 1185 mm.<br/>Lift 29 mm per crank.<br/>Dynamic load capacity approx. 80 kg.<br/>Statistical load capacity approx. 140 kg.<br/><B>The writing desk is delivered disassembled.</B>  ",1,1,,,gestellfarbe,silber,gestellfarbe,silber,gestellfarbe,silver,,,,,,
M72938,103890,"Hammerbacher UPLINER Stehschreibtisch, elektrisch höhenverstellbar - 725 – 1185 mm, BxT 1600 x 800 mm - Tischplatte lichtgrau","Hammerbacher UPLINER standing desk, electrically height-adjustable - 725 - 1185 mm, WxD 1600 x 800 mm - tabletop light gray","Bequem sitzen oder gesund stehen – mit dem <B>UPLINER Stehschreibtisch</B> stehen Ihnen beide Optionen zur Verfügung! Der elektrisch höhenverstellbare Schreibtisch bietet Komfort und Ergonomie am Arbeitsplatz. Je nach Wunsch lässt er sich in einer Höhe von 725 mm bis 1185 mm einstellen.<br/><br/>Die Arbeitsfläche besteht aus einer robusten 25 mm starken melaminharzbeschichteten Spanplatte mit ABS-Kanten. Das elegante silberfarbene C-Fuß-Stahlgestell ist mit Teleskop-Seitenteilen ausgestattet. Der UPLINER Stehschreibtisch ist in den Arbeitsplattenfarben Lichtgrau, Buche-Dekor und Weiß erhältlich.<br/><br/>Die statische Tragkraft liegt bei rund 140 kg, die dynamische Tragkraft bei ca. 80 kg. Die Hubgeschwindigkeit beträgt 29 mm/s.<br/><br/>Die Anlieferung des Schreibtisches erfolgt zerlegt. Bequem sitzen, gesund stehen. Komfort und Ergonomie am Arbeitsplatz.<br/>Arbeitsfläche aus melaminharzbeschichteter Spanplatte, 25 mm stark, mit ABS-Kanten.<br/>Elegantes C-Fuß-Stahlgestell mit Teleskop-Seitenteilen. Silberfarben pulverbeschichtet.<br/>Höhe 725 – 1185 mm.<br/>Hub 29 mm/s.<br/>Dynamische Tragkraft ca. 80 kg.<br/>Statische Tragkraft ca. 140 kg.<br/><B>Die Anlieferung der Schreibtische erfolgt zerlegt.</B>  ","Sit comfortably or stand for health – with the <B>UPLINER writing desk,</B> both options are available to you! The electrically height-adjustable writing desk offers comfort and ergonomy in the workplace. According to your desire, it can be adjusted in a height of 725 mm to 1185 mm.<br/><br/>The work surface consists of a robust, 25-mm-thick melamine-coated chipboard with ABS edges. The elegant, silver-colored C-foot steel substructure is equipped with telescoping side parts. The UPLINER standing writing desk is available in the worktop colors of light gray, beech-look, and white.<br/><br/>The static load capacity is around 140 kg, the dynamic load capacity approx. 80 kg. The lifting speed is 29 mm/s.<br/><br/>The writing desk is delivered disassembled. Sit comfortably, stand for health. Comfort and ergonomy in the workplace.<br/>Work surface made of melamine-coated chipboard, 25 mm thick, with ABS-edges.<br/>Elegant C-foot steel substructure with telescope side parts. Silver-colored, powder-coated.<br/>Height 725 - 1185 mm.<br/>Lift 29 mm per crank.<br/>Dynamic load capacity approx. 80 kg.<br/>Statistical load capacity approx. 140 kg.<br/><B>The writing desk is delivered disassembled.</B>  ",1,1,,,gestellfarbe,silber,gestellfarbe,silber,gestellfarbe,silver,,,,,,
M5108,400065,"EUROKRAFT Stapel-, Lade- und Sackkarre - Tragfähigkeit 100 kg - mit Vollgummireifen","EUROKRAFT hand truck, wheelbarrow, and handcart - Load capacity 100 kg - with solid rubber tires","Die EUROKRAFT Sackkarre ist der Klassiker unter den Sackkarren. In ihrem funktionellen Aufbau ist sie enorm stabil und bewältigt die ihr angetragenen  Aufgaben mit Leichtigkeit. Getränkekisten, Umzugskartons, Waschmaschinen sowie Installationszubehör und Werkzeugkisten können auf der Sackkarre angenehm transportiert werden. Dabei hilft die <b> breite Schaufel</b>, die Ladung sicher aufzunehmen.  Die <b> Sicherheitsgriffe</b> aus hochfestem Kunststoff liegen gut und sicher in der Hand.  <p>Für eine hohe Qualität und Stabilität sorgt die verschweißte <b>Stahlkonstruktion</b>. Schließlich ist dieser Alltagshelfer eine Anschaffung, die Sie ein ganzes Heim- und Handwerkerleben lang begleiten kann. Für eine leichtgängige Fahrweise sorgen die <b>Vollgummireifen mit Rollenlagerung</b>. Durch ihre massive Beschaffenheit sind sie 100% pannensicher und garantieren eine lange Haltbarkeit. </p> <ul><li>Farbe: lichtblau RAL 5012 </li><li>Maße der Schaufel: B x T 330 x 215 mm</li><li>Gesamtmaße: H x B 1.130 x 475 mm</li></ul>? Mind. 10 Jahre Garantie<br/>? Top Qualität<br/>? 5 Jahre Nachkaufservice<br/>? Von ausgewählten Lieferanten<br/>? Sonderanfertigungen möglich<p>In nahezu jeder RAL-Farbe erhältlich. Aufpreis nur 10%.</p> Pulverbeschichtet, serienmäßig lichtblau RAL 5012.<br/>Handgriffe nach geltenden Sicherheitsvorschriften.<br/>Vollgummibereifung, Räder mit Rollenlagerung.  ","The EUROKRAFT hand truck is the classic among hand trucks. In its functional design, it is enormously stable and masters the tasks assigned to it with ease. Beverage crates, moving boxes, washing machines as well as installation accessories and toolboxes can be easily transported on the hand truck. The <b> broad shovel</b> helps to securely remove the load.  The high-strength <b> safety handles</b> lie well and securely in the hand.  <p>The welded <b>steel construction</b> ensures high quality and stability. In the end, the all-around helper is a purchase that can accompany you in all your work at home and in your handicrafts. The <b>solid rubber tires with roller bearing<b> ensure smooth operation. Thanks to their massive size, they are 100% failsafe and guarantee long durability. </p> <ul><li>Color: light blue RAL 5012 </li><li>Dimensions of the shovel: W x D 330 x 215 mm</li><li>Overall dimensions: H x W 1,130 x 475 mm</li></ul>? At least 10-year guarantee<br/>? Top quality<br/>? 5-year after-sales service<br/>? From selected suppliers<br/>? Custom-made products possible<p>Available in nearly every RAL color. Extra charge only 10%.</p> Powder-coated, standard light blue RAL 5012.<br/>Handles in accordance with valid safety prescriptions.<br/>Full rubber tires, wheels with roller bearing.  ",1,1,,,,,,,,,,,,,,
M5155,401629,EUROKRAFT Transportkarre - Tragfähigkeit 350 kg - mit Luftreifen,"EUROKRAFT hand truck - Load capacity 350 kg, with air tires","Die Eurokraft Transportkarre zeichnet sich durch ihre robuste und funktionelle Konstruktion aus. Neben dem <b>pulverbeschichteten Stahl-Rahmen</b> ist sie mit einem <b>Drahtgitter</b> ausgestattet, das ein Wegrutschen gestapelter Ladungen effektiv verhindert. Die Stärke und Schlagfestigkeit des Stahls verleihen der Transportkarre eine enorme Stabilität, wodurch sie auch einer schweren Bestückung bis zu 350 kg problemlos standhält.  <p>Je nach Einsatzort der Transportkarre kann sie wahlweise mit <b>Vollgummi- oder Luftreifen</b> ausgestattet werden. Vollgummireifen sind absolut pannensicher und eignen sich besonders gut für den Einsatz auf asphaltierten Wegen und in Innen- bzw. Lagerräumen. Luftreifen gleichen Unebenheiten wie kleinere Steine oder Stöcke gut aus und sind daher ideal für unwegige Gelände geeignet. Die <b>450 x 280 mm große Schaufel </b>der Transportkarre bietet eine zuverlässige Unterlage.</p> <ul><li>Räder mit Rollenlagerung</li><li>Serienmäßig lichtblau RAL 5012</li><li>Sicherheitshandgriffe</li><li> Gesamtmaße: HxB 1.310 x 590 mm</li></ul>? Mind. 10 Jahre Garantie<br/>? Top Qualität<br/>? 5 Jahre Nachkaufservice<br/>? Von ausgewählten Lieferanten<br/>? Sonderanfertigungen möglich Pulverbeschichtet, serienmäßig lichtblau RAL 5012.<br/>Handgriffe nach geltenden Sicherheitsvorschriften.<br/>Räder mit Rollenlagerung.<br/><B>Mit Drahtgitter</B> für Großes und Kleines.  ","The Eurokraft trolley is characterized by its robust and functional construction. In addition to the <b>powder-coated steel frame</b>, it is equipped with a <b>wire mesh</b>, which effectively prevents stored loads from sliding. The strength and the impact resistance of the steel lends the trolley an enormous stability, whereby it can also withstand a heavy mounting of up to 350 kg.  <p>According to the trolley’s location of use, it can be equipped with <b>solid rubber or air tires</b>. Solid rubber tires are absolutely failsafe and are particularly good for use on asphalted paths and in interior or storage rooms. Air tires compensate well for unevenness such as smaller stones or floors and are thus ideally suited for difficult terrain. The <b>450 x 280 mm-large shovel </b>of the trolley offers a reliable base.</p> <ul><li>Wheels with roller bearings</li><li>Standard light blue RAL 5012</li><li>Safety handles</li><li> Overall dimensions: HxW 1,310 x 590 mm</li></ul>? At least 10-year guarantee<br/>? Top quality<br/>? 5-year after-sales service<br/>? From selected suppliers<br/>? Special orders possible. Powder-coated, standard light blue RAL 5012.<br/>Handles in accordance with valid safety prescriptions.<br/>Wheels with roller bearing.<br/><B>With wire mesh</B> for large and small objects.  ",1,1,,,,,,,,,,,,,,
