abstract_sku,old_sku,concrete_sku,name.de_DE,name.en_US,description.de_DE,description.en_US,is_searchable.de_DE,is_searchable.en_US,bundled,is_quantity_splittable,attribute_key_1,value_1,attribute_key_1.de_DE,value_1.de_DE,attribute_key_1.en_US,value_1.en_US
M72878,,102972,"Topstar Operator-Drehstuhl LADY SITNESS - Permanentkontakt-Mechanik, Rückenlehnenhöhe 580 mm - blau gemustert","Topstar Operator-Drehstuhl LADY SITNESS - Permanentkontakt-Mechanik, Rückenlehnenhöhe 580 mm - blau gemustert", Pflegeleichter Stoffbezug. Gestell in Graphitschwarz RAL 9011. Standardmäßig Rollen für weiche Böden.  , Pflegeleichter Stoffbezug. Gestell in Graphitschwarz RAL 9011. Standardmäßig Rollen für weiche Böden.  ,1,1,,,bezugsfarbe,blau gemustert,bezugsfarbe,blau gemustert,bezugsfarbe,blau gemustert
M74907,,101940,"Topstar Operator-Drehstuhl, belastbar bis 150 kg - Punktsynchron-Mechanik, Schiebesitz, Kopfstütze - schwarz","Topstar Operator-Drehstuhl, belastbar bis 150 kg - Punktsynchron-Mechanik, Schiebesitz, Kopfstütze - schwarz"," Pflegeleichter Stoffbezug. Fußkreuz aus poliertem Aluminium mit verchromter Schwerlastgasfeder.<br/>Entspricht der LGA-Richtlinie für Schwerlastdrehstühle auf Basis der DIN EN 1335 Teil 1 – 3, Rollen nach DIN EN 12527 + DIN EN 12529.<br/>Standardmäßig Rollen für weiche Böden.<br/><B>Höhen- und breitenverstellbare Armlehnen mit Softpad-Auflage als Zubehör.</B>  "," Pflegeleichter Stoffbezug. Fußkreuz aus poliertem Aluminium mit verchromter Schwerlastgasfeder.<br/>Entspricht der LGA-Richtlinie für Schwerlastdrehstühle auf Basis der DIN EN 1335 Teil 1 – 3, Rollen nach DIN EN 12527 + DIN EN 12529.<br/>Standardmäßig Rollen für weiche Böden.<br/><B>Höhen- und breitenverstellbare Armlehnen mit Softpad-Auflage als Zubehör.</B>  ",1,1,,,bezugsfarbe,schwarz,bezugsfarbe,schwarz,bezugsfarbe,schwarz
M53331,,100949,"Polsterstapelstuhl - Sitz HxBxT 470 x 450 x 490 mm - Polsterfarbe rot, VE 2 Stk","Polsterstapelstuhl - Sitz HxBxT 470 x 450 x 490 mm - Polsterfarbe rot, VE 2 Stk",Rückenlehne und Sitzfläche bequem gepolstert. Bezug aus 100% Polyolefin. Gestell in Alusilber.<br/><B>Sitzmaße: Höhe x Breite x Tiefe 470 x 450 x 490 mm.</B><p>,Rückenlehne und Sitzfläche bequem gepolstert. Bezug aus 100% Polyolefin. Gestell in Alusilber.<br/><B>Sitzmaße: Höhe x Breite x Tiefe 470 x 450 x 490 mm.</B><p>,1,1,,,sitzflaechen_u_lehnenfarbe,rot,sitzflaechen_u_lehnenfarbe,rot,sitzflaechen_u_lehnenfarbe,rot
M10871,,104190,"Konferenzstuhl - Stapelstuhl, Gestell schwarz - Bezug anthrazit","Konferenzstuhl - Stapelstuhl, Gestell schwarz - Bezug anthrazit"," Stahlrohrgestell, Ø 22 mm, Wandstärke 2,0 mm.<br/>Pflegeleichter Bezug aus 100% Polyacryl.<br/><br/><B>Sitzmaße</B><br/>Höhe x Breite x Tiefe 480 x 430 x 410 mm. Gestell schwarz pulverbeschichtet. "," Stahlrohrgestell, Ø 22 mm, Wandstärke 2,0 mm.<br/>Pflegeleichter Bezug aus 100% Polyacryl.<br/><br/><B>Sitzmaße</B><br/>Höhe x Breite x Tiefe 480 x 430 x 410 mm. Gestell schwarz pulverbeschichtet. ",1,1,,,sitzflaechen_u_lehnenfarbe,anthrazit,sitzflaechen_u_lehnenfarbe,anthrazit,sitzflaechen_u_lehnenfarbe,anthrazit
M10872,,104192,"Konferenzstuhl - Stapelstuhl, Gestell verchromt - Bezug dunkelrot","Konferenzstuhl - Stapelstuhl, Gestell verchromt - Bezug dunkelrot"," Stahlrohrgestell, Ø 22 mm, Wandstärke 2,0 mm.<br/>Pflegeleichter Bezug aus 100% Polyacryl.<br/><br/><B>Sitzmaße</B><br/>Höhe x Breite x Tiefe 480 x 430 x 410 mm. Gestell verchromt. "," Stahlrohrgestell, Ø 22 mm, Wandstärke 2,0 mm.<br/>Pflegeleichter Bezug aus 100% Polyacryl.<br/><br/><B>Sitzmaße</B><br/>Höhe x Breite x Tiefe 480 x 430 x 410 mm. Gestell verchromt. ",1,1,,,sitzflaechen_u_lehnenfarbe,dunkelrot,sitzflaechen_u_lehnenfarbe,dunkelrot,sitzflaechen_u_lehnenfarbe,dunkelrot
M2365,,104523,"Holz-Schalenstuhl, der Klassiker - Gestell beschichtet, VE 4 Stk - Holz anthrazit","Holz-Schalenstuhl, der Klassiker - Gestell beschichtet, VE 4 Stk - Holz anthrazit"," Sitze und Rückenlehnen aus Buchenschichtholz, anatomisch geformt.<br/>Stahlrohrgestelle. Mit Kunststoffbodengleitern.<br/>Stühle vielfach stapelbar.<br/>Sitz und Rücken geteilt. Gestell aus Rundrohr, Ø 20 / 1,5 mm.<br/><B>Verpackungseinheit 4 Stück.</B>  "," Sitze und Rückenlehnen aus Buchenschichtholz, anatomisch geformt.<br/>Stahlrohrgestelle. Mit Kunststoffbodengleitern.<br/>Stühle vielfach stapelbar.<br/>Sitz und Rücken geteilt. Gestell aus Rundrohr, Ø 20 / 1,5 mm.<br/><B>Verpackungseinheit 4 Stück.</B>  ",1,1,,,sitzflaechen_u_lehnenfarbe,anthrazit,sitzflaechen_u_lehnenfarbe,anthrazit,sitzflaechen_u_lehnenfarbe,anthrazit
M2393,,100588,Kunststoff-Stapelstuhl mit Polster - Schale grau - Stoff türkisblau,Kunststoff-Stapelstuhl mit Polster - Schale grau - Stoff türkisblau," Ideal für Kantinen, Säle und Aufenthaltsräume. Sitzschalen aus schlag- und kratzfestem Polypropylen. Gestell aus Stahlrohr, Ø 20 x 1,5 mm, hochglanzverchromt, mit Bodengleitern.<br/>Bezug aus strapazierfähigem und pflegeleichtem Polyacryl.  "," Ideal für Kantinen, Säle und Aufenthaltsräume. Sitzschalen aus schlag- und kratzfestem Polypropylen. Gestell aus Stahlrohr, Ø 20 x 1,5 mm, hochglanzverchromt, mit Bodengleitern.<br/>Bezug aus strapazierfähigem und pflegeleichtem Polyacryl.  ",1,1,,,bezugsfarbe,türkisblau,bezugsfarbe,türkisblau,bezugsfarbe,türkisblau
M64934,,102988,"Dipiplast Schalenstuhl aus Polypropylen - mit grauem Polster - blau, VE 4 Stk","Dipiplast Schalenstuhl aus Polypropylen - mit grauem Polster - blau, VE 4 Stk","Preiswerte, stapelbare Schalenstühle für den Innenbereich, z.B. in Kantine, Seminarraum, Wartezimmer, Aula und Besprechungsecke.<br/><br/>Robuste Sitzschale aus Polypropylen. Verchromtes Stahlrohrgestell, Ø 20 x 1,5 mm, mit Bodengleitern.<br/><B>Sitzmaße</B><br/>Breite x Tiefe x Höhe 435 x 450 x 420 mm.<br/><B>Gesamtmaße</B><br/>Höhe x Breite x Tiefe 800 x 495 x 520 mm.<p>","Preiswerte, stapelbare Schalenstühle für den Innenbereich, z.B. in Kantine, Seminarraum, Wartezimmer, Aula und Besprechungsecke.<br/><br/>Robuste Sitzschale aus Polypropylen. Verchromtes Stahlrohrgestell, Ø 20 x 1,5 mm, mit Bodengleitern.<br/><B>Sitzmaße</B><br/>Breite x Tiefe x Höhe 435 x 450 x 420 mm.<br/><B>Gesamtmaße</B><br/>Höhe x Breite x Tiefe 800 x 495 x 520 mm.<p>",1,1,,,sitzflaechen_u_lehnenfarbe,"enzianblau, ähnlich RAL 5010",sitzflaechen_u_lehnenfarbe,"enzianblau, ähnlich RAL 5010",sitzflaechen_u_lehnenfarbe,"enzianblau, ähnlich RAL 5010"
M86938,,107403,"Freischwinger, stapelbar - Rückenlehne gepolstert, Gestell verchromt - Polster bordeaux, VE 4 Stk","Freischwinger, stapelbar - Rückenlehne gepolstert, Gestell verchromt - Polster bordeaux, VE 4 Stk", Praktisch überall einsetzbar. Stabiles Rundrohrgestell.<br/><B>Sitzmaße</B><br/>Höhe x Breite x Tiefe 470 x 475 x 415 mm.<br/>Rückenlehnenhöhe 340 mm.<br/><B>Verpackungseinheit je 2 bzw. 4 Stück.</B>  , Praktisch überall einsetzbar. Stabiles Rundrohrgestell.<br/><B>Sitzmaße</B><br/>Höhe x Breite x Tiefe 470 x 475 x 415 mm.<br/>Rückenlehnenhöhe 340 mm.<br/><B>Verpackungseinheit je 2 bzw. 4 Stück.</B>  ,1,1,,,sitzflaechen_u_lehnenfarbe,bordeaux,sitzflaechen_u_lehnenfarbe,bordeaux,sitzflaechen_u_lehnenfarbe,bordeaux
M86939,,107396,"Freischwinger, stapelbar - Rückenlehne gepolstert, Gestell alufarben - Polster königsblau, VE 4 Stk","Freischwinger, stapelbar - Rückenlehne gepolstert, Gestell alufarben - Polster königsblau, VE 4 Stk", Praktisch überall einsetzbar. Stabiles Rundrohrgestell.<br/><B>Sitzmaße</B><br/>Höhe x Breite x Tiefe 470 x 475 x 415 mm.<br/>Rückenlehnenhöhe 340 mm.<br/><B>Verpackungseinheit je 2 bzw. 4 Stück.</B>  , Praktisch überall einsetzbar. Stabiles Rundrohrgestell.<br/><B>Sitzmaße</B><br/>Höhe x Breite x Tiefe 470 x 475 x 415 mm.<br/>Rückenlehnenhöhe 340 mm.<br/><B>Verpackungseinheit je 2 bzw. 4 Stück.</B>  ,1,1,,,sitzflaechen_u_lehnenfarbe,königsblau,sitzflaechen_u_lehnenfarbe,königsblau,sitzflaechen_u_lehnenfarbe,königsblau
M53238,,100907,Clubsessel - Bezug aus Leder - schwarz,Clubsessel - Bezug aus Leder - schwarz," Stabiles Holzuntergestell, bequem gepolstert. Mit neutralen Kunststoffgleitern zum Schutz empfindlicher Böden.<br/><B>Sitzmaße</B><br/>Höhe x Breite x Tiefe 460 x 480 x 500 mm. Bezug aus schwarzem Leder. "," Stabiles Holzuntergestell, bequem gepolstert. Mit neutralen Kunststoffgleitern zum Schutz empfindlicher Böden.<br/><B>Sitzmaße</B><br/>Höhe x Breite x Tiefe 460 x 480 x 500 mm. Bezug aus schwarzem Leder. ",1,1,,,bezugsmaterial,Leder,bezugsmaterial,Leder,bezugsmaterial,Leder
M1028038,,101172,Clubsessel - Bezug aus Softex - beige,Clubsessel - Bezug aus Softex - beige," Stabiles Holzuntergestell, bequem gepolstert. Mit neutralen Kunststoffgleitern zum Schutz empfindlicher Böden.<br/><B>Sitzmaße</B><br/>Höhe x Breite x Tiefe 460 x 480 x 500 mm. Bezug aus abwaschbarem Softex (67% Polyester, 33% Polyurethan). "," Stabiles Holzuntergestell, bequem gepolstert. Mit neutralen Kunststoffgleitern zum Schutz empfindlicher Böden.<br/><B>Sitzmaße</B><br/>Höhe x Breite x Tiefe 460 x 480 x 500 mm. Bezug aus abwaschbarem Softex (67% Polyester, 33% Polyurethan). ",1,1,,,bezugsfarbe,beige,bezugsfarbe,beige,bezugsfarbe,beige
M74815,,103296,"Clubsessel, eckig - HxBxT 850 x 575 x 530 mm - Softex-Bezug, beige","Clubsessel, eckig - HxBxT 850 x 575 x 530 mm - Softex-Bezug, beige","Stabiles Holzuntergestell mit pflegeleichtem, abwaschbarem und atmungsaktivem Softex-Bezug aus 67% Polyester und 33% Polyurethan.<br/>Kunststoffgleiter schützen Ihr empfindliches Parkett oder Laminat.<br/><B>Sitzmaße</B> Höhe x Breite x Tiefe 420 x 430 x 460 mm.<p>","Stabiles Holzuntergestell mit pflegeleichtem, abwaschbarem und atmungsaktivem Softex-Bezug aus 67% Polyester und 33% Polyurethan.<br/>Kunststoffgleiter schützen Ihr empfindliches Parkett oder Laminat.<br/><B>Sitzmaße</B> Höhe x Breite x Tiefe 420 x 430 x 460 mm.<p>",1,1,,,bezugsfarbe,beige,bezugsfarbe,beige,bezugsfarbe,beige
M714,,102935,"Rechtecktisch, Vierkantrohr - 800 x 800 mm - Buche natur / braun","Rechtecktisch, Vierkantrohr - 800 x 800 mm - Buche natur / braun"," Gestell aus Stahl-Vierkantrohr, 30 x 30 mm, Außenkanten abgerundet. Kunststoffbeschichtet. Zarge 30 x 30 mm in Gestellfarbe.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Gestell aus Stahl-Vierkantrohr, 30 x 30 mm, Außenkanten abgerundet. Kunststoffbeschichtet. Zarge 30 x 30 mm in Gestellfarbe.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  ",1,1,,,form,quadratisch,form,quadratisch,form,quadratisch
M715,,102936,"Rechtecktisch, Vierkantrohr - 1200 x 600 mm - Buche natur / braun","Rechtecktisch, Vierkantrohr - 1200 x 600 mm - Buche natur / braun"," Gestell aus Stahl-Vierkantrohr, 30 x 30 mm, Außenkanten abgerundet. Kunststoffbeschichtet. Zarge 30 x 30 mm in Gestellfarbe.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Gestell aus Stahl-Vierkantrohr, 30 x 30 mm, Außenkanten abgerundet. Kunststoffbeschichtet. Zarge 30 x 30 mm in Gestellfarbe.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  ",1,1,,,form,rechteckig,form,rechteckig,form,rechteckig
M716,,100223,"Rechtecktisch, Vierkantrohr - 1200 x 800 mm - grau / anthrazit","Rechtecktisch, Vierkantrohr - 1200 x 800 mm - grau / anthrazit"," Gestell aus Stahl-Vierkantrohr, 30 x 30 mm, Außenkanten abgerundet. Kunststoffbeschichtet. Zarge 30 x 30 mm in Gestellfarbe.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Gestell aus Stahl-Vierkantrohr, 30 x 30 mm, Außenkanten abgerundet. Kunststoffbeschichtet. Zarge 30 x 30 mm in Gestellfarbe.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  ",1,1,,,form,rechteckig,form,rechteckig,form,rechteckig
M767,,102918,"Rechtecktisch, Rundrohr verchromt - 1200 x 600 mm - Buche natur","Rechtecktisch, Rundrohr verchromt - 1200 x 600 mm - Buche natur"," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  ",1,1,,,form,rechteckig,form,rechteckig,form,rechteckig
M768,,102919,"Rechtecktisch, Rundrohr verchromt - 1200 x 800 mm - Buche natur","Rechtecktisch, Rundrohr verchromt - 1200 x 800 mm - Buche natur"," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  ",1,1,,,form,rechteckig,form,rechteckig,form,rechteckig
M769,,102920,"Rechtecktisch, Rundrohr verchromt - 1400 x 700 mm - Buche natur","Rechtecktisch, Rundrohr verchromt - 1400 x 700 mm - Buche natur"," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  ",1,1,,,form,rechteckig,form,rechteckig,form,rechteckig
M770,,100266,"Rechtecktisch, Rundrohr verchromt - 1500 x 800 mm - weiß","Rechtecktisch, Rundrohr verchromt - 1500 x 800 mm - weiß"," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  ",1,1,,,form,rechteckig,form,rechteckig,form,rechteckig
M788,,102924,"Trapeztisch, Rundrohr verchromt - 1400 / 700 x 700 mm - Buche natur","Trapeztisch, Rundrohr verchromt - 1400 / 700 x 700 mm - Buche natur"," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  ",1,1,,,form,Trapezform,form,Trapezform,form,Trapezform
M789,,102925,"Trapeztisch, Rundrohr verchromt - 1600 / 800 x 800 mm - Buche natur","Trapeztisch, Rundrohr verchromt - 1600 / 800 x 800 mm - Buche natur"," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  ",1,1,,,form,Trapezform,form,Trapezform,form,Trapezform
M53287,,102775,"Sodematub Mehrzwecktisch - rechteckig, Höhe 740 mm - LxB 1400 x 700 mm, Plattenfarbe Esche-Dekor schwarz, Gestellfarbe weißaluminium","Sodematub Mehrzwecktisch - rechteckig, Höhe 740 mm - LxB 1400 x 700 mm, Plattenfarbe Esche-Dekor schwarz, Gestellfarbe weißaluminium","<p> Tischplatte melaminharzbeschichtet, 19 mm stark, mit 3 mm starker ABS-Kante. Gestell aus Vierkant-Stahlrohr mit Höhenausgleichsschrauben. Tischbeine 30 x 30 mm, Zarge 50 x 20 mm. <br><b>Höhe 740 mm.</b><br><br><b>In 5 Farbvarianten</b><br>– Platte beige / Gestell braun RAL 8017<br>– Platte lichtgrau / Gestell basaltgrau RAL 7012<br>– Platte Buche-Dekor / Gestell schwarz RAL 9005<br>– Platte Ahorn-Dekor / Gestell weißaluminium RAL 9006<br>– Platte Esche-Dekor schwarz / Gestell weißaluminium RAL 9006</p><p><br></p><p><span style=font-weight: bold;>Auf Anfrage sind auch weitere Größen oder auch Sondermaße möglich.</span></p><p>  </p>","<p> Tischplatte melaminharzbeschichtet, 19 mm stark, mit 3 mm starker ABS-Kante. Gestell aus Vierkant-Stahlrohr mit Höhenausgleichsschrauben. Tischbeine 30 x 30 mm, Zarge 50 x 20 mm. <br><b>Höhe 740 mm.</b><br><br><b>In 5 Farbvarianten</b><br>– Platte beige / Gestell braun RAL 8017<br>– Platte lichtgrau / Gestell basaltgrau RAL 7012<br>– Platte Buche-Dekor / Gestell schwarz RAL 9005<br>– Platte Ahorn-Dekor / Gestell weißaluminium RAL 9006<br>– Platte Esche-Dekor schwarz / Gestell weißaluminium RAL 9006</p><p><br></p><p><span style=font-weight: bold;>Auf Anfrage sind auch weitere Größen oder auch Sondermaße möglich.</span></p><p>  </p>",1,1,,,form,rechteckig,form,rechteckig,form,rechteckig
M53288,,102779,"Sodematub Mehrzwecktisch - trapezförmig, Höhe 740 mm - LxB 1400 x 700 mm, Plattenfarbe Esche-Dekor schwarz, Gestellfarbe weißaluminium","Sodematub Mehrzwecktisch - trapezförmig, Höhe 740 mm - LxB 1400 x 700 mm, Plattenfarbe Esche-Dekor schwarz, Gestellfarbe weißaluminium"," Tischplatte melaminharzbeschichtet, 19 mm stark, mit 3 mm starker ABS-Kante. Gestell aus Vierkant-Stahlrohr mit Höhenausgleichsschrauben. Tischbeine 30 x 30 mm, Zarge 50 x 20 mm. <br/><B>Höhe 740 mm.</B><br/><br/><B>In 5 Farbvarianten</B><br/>– Platte beige / Gestell braun RAL 8017<br/>– Platte lichtgrau / Gestell basaltgrau RAL 7012<br/>– Platte Buche-Dekor / Gestell schwarz RAL 9005<br/>– Platte Ahorn-Dekor / Gestell weißaluminium RAL 9006<br/>– Platte Esche-Dekor schwarz / Gestell weißaluminium RAL 9006  "," Tischplatte melaminharzbeschichtet, 19 mm stark, mit 3 mm starker ABS-Kante. Gestell aus Vierkant-Stahlrohr mit Höhenausgleichsschrauben. Tischbeine 30 x 30 mm, Zarge 50 x 20 mm. <br/><B>Höhe 740 mm.</B><br/><br/><B>In 5 Farbvarianten</B><br/>– Platte beige / Gestell braun RAL 8017<br/>– Platte lichtgrau / Gestell basaltgrau RAL 7012<br/>– Platte Buche-Dekor / Gestell schwarz RAL 9005<br/>– Platte Ahorn-Dekor / Gestell weißaluminium RAL 9006<br/>– Platte Esche-Dekor schwarz / Gestell weißaluminium RAL 9006  ",1,1,,,form,Trapez,form,Trapez,form,Trapez
M2495,,101226,"FRIWA Besprechungstisch, Höhe 720 mm - quadratisch, 900 x 900 mm - Gestell verchromt, Platte grau","FRIWA Besprechungstisch, Höhe 720 mm - quadratisch, 900 x 900 mm - Gestell verchromt, Platte grau","Mit kunststoffbeschichteter, kratzfester Oberfläche. <br/>Platte 22 mm stark, mit Softkante.<br/>Gestell mit Rundrohr-Beinen, Ø 50 mm, verchromt.<br/><B>Tischhöhe 720 mm.</B><p>","Mit kunststoffbeschichteter, kratzfester Oberfläche. <br/>Platte 22 mm stark, mit Softkante.<br/>Gestell mit Rundrohr-Beinen, Ø 50 mm, verchromt.<br/><B>Tischhöhe 720 mm.</B><p>",1,1,,,form,quadratisch,form,quadratisch,form,quadratisch
M61240,,100107,"Besprechungstisch rund - Höhe 720 mm, Ø 1000 mm - Gestell verchromt, Platte grau","Besprechungstisch rund - Höhe 720 mm, Ø 1000 mm - Gestell verchromt, Platte grau","Der runde Besprechungstisch ist dank der kunststoffbeschichteten, kratzfesten Oberfläche ideal für den täglichen Einsatz. Die stabile 22 mm starke Tischplatte ist mit einer Softkante versehen. Mit 1000 mm Durchmesser und einer Höhe von 720 mm bietet der runde Besprechungstisch eine komfortable Arbeitsfläche. <p>Das verchromte Stahlrohr-Gestell ist mit vier Rundrohr-Beinen (Ø 50 mm) ausgestattet.<p>","Der runde Besprechungstisch ist dank der kunststoffbeschichteten, kratzfesten Oberfläche ideal für den täglichen Einsatz. Die stabile 22 mm starke Tischplatte ist mit einer Softkante versehen. Mit 1000 mm Durchmesser und einer Höhe von 720 mm bietet der runde Besprechungstisch eine komfortable Arbeitsfläche. <p>Das verchromte Stahlrohr-Gestell ist mit vier Rundrohr-Beinen (Ø 50 mm) ausgestattet.<p>",1,1,,,form,rund,form,rund,form,rund
M79890,,101828,"Mehrzwecktisch, HxB 720 x 800 mm - Länge 1200 mm - Platte Buche-Dekor, Gestell enzianblau","Mehrzwecktisch, HxB 720 x 800 mm - Länge 1200 mm - Platte Buche-Dekor, Gestell enzianblau"," Melaminharzbeschichtete Tischplatte, 18 mm stark. Beine und Zarge aus pulverbeschichtetem Vierkantrohr, 30 x 30 mm. Mit Höhenausgleichsschrauben.  "," Melaminharzbeschichtete Tischplatte, 18 mm stark. Beine und Zarge aus pulverbeschichtetem Vierkantrohr, 30 x 30 mm. Mit Höhenausgleichsschrauben.  ",1,1,,,form,rechteckig,form,rechteckig,form,rechteckig
M79892,,107061,"Mehrzwecktisch, HxB 720 x 800 mm - Länge 1600 mm - Platte Buche-Dekor, Gestell basaltgrau","Mehrzwecktisch, HxB 720 x 800 mm - Länge 1600 mm - Platte Buche-Dekor, Gestell basaltgrau"," Melaminharzbeschichtete Tischplatte, 18 mm stark. Beine und Zarge aus pulverbeschichtetem Vierkantrohr, 30 x 30 mm. Mit Höhenausgleichsschrauben.  "," Melaminharzbeschichtete Tischplatte, 18 mm stark. Beine und Zarge aus pulverbeschichtetem Vierkantrohr, 30 x 30 mm. Mit Höhenausgleichsschrauben.  ",1,1,,,form,rechteckig,form,rechteckig,form,rechteckig
M72933,,103905,"Hammerbacher UPLINER Stehschreibtisch, manuell höhenverstellbar - 725 – 1185 mm, BxT 1200 x 800 mm - Tischplatte Buche-Dekor","Hammerbacher UPLINER Stehschreibtisch, manuell höhenverstellbar - 725 – 1185 mm, BxT 1200 x 800 mm - Tischplatte Buche-Dekor"," Bequem sitzen, gesund stehen. Komfort und Ergonomie am Arbeitsplatz.<br/>Arbeitsfläche aus melaminharzbeschichteter Spanplatte, 25 mm stark, mit ABS-Kanten.<br/>Elegantes C-Fuß-Stahlgestell mit Teleskop-Seitenteilen. Silberfarben pulverbeschichtet.<br/>Höhe 725 – 1185 mm.<br/>Hub 6 mm je Kurbelschlag.<br/>Dynamische Tragkraft ca. 60 kg.<br/><B>Die Anlieferung der Schreibtische erfolgt zerlegt.</B>  "," Bequem sitzen, gesund stehen. Komfort und Ergonomie am Arbeitsplatz.<br/>Arbeitsfläche aus melaminharzbeschichteter Spanplatte, 25 mm stark, mit ABS-Kanten.<br/>Elegantes C-Fuß-Stahlgestell mit Teleskop-Seitenteilen. Silberfarben pulverbeschichtet.<br/>Höhe 725 – 1185 mm.<br/>Hub 6 mm je Kurbelschlag.<br/>Dynamische Tragkraft ca. 60 kg.<br/><B>Die Anlieferung der Schreibtische erfolgt zerlegt.</B>  ",1,1,,,gestellfarbe,silber,gestellfarbe,silber,gestellfarbe,silber
